tt0338013	Eternal Sunshine of the Spotless Mind	2004	108	Drama,Romance,Sci-Fi	nm0327273
tt0338348	The Polar Express	2004	100	Adventure,Animation,Comedy	nm0000709
tt0338564	Mou gaan dou	2002	101	Action,Crime,Drama	nm0538320
tt0338751	The Aviator	2004	170	Biography,Drama	nm0000217
tt0343660	50 First Dates	2004	99	Comedy,Drama,Romance	nm0781842
tt0346491	Alexander	2004	175	Action,Biography,Drama	nm0000231
tt0348836	Gothika	2003	98	Horror,Mystery,Thriller	nm0440913
tt0351283	Madagascar	2005	86	Adventure,Animation,Comedy	nm0569891
tt0352248	Cinderella Man	2005	144	Biography,Drama,History	nm0000165
tt0353969	Salinui chueok	2003	131	Action,Crime,Drama	nm0094435
tt0356150	EuroTrip	2004	92	Comedy	nm0073688
tt0357413	Anchorman: The Legend of Ron Burgundy	2004	94	Comedy	nm0570912
tt0358082	Robots	2005	91	Adventure,Animation,Comedy	nm0757858
tt0359013	Blade: Trinity	2004	113	Action,Adventure,Fantasy	nm0333060
tt0360717	King Kong	2005	187	Action,Adventure,Drama	nm0001392
tt0361862	The Machinist	2004	101	Drama,Thriller	nm0026442
tt0362120	Scary Movie 4	2006	83	Comedy,Horror	nm0001878
tt0362227	The Terminal	2004	128	Comedy,Drama,Romance	nm0000229
tt0362270	The Life Aquatic with Steve Zissou	2004	119	Action,Adventure,Comedy	nm0027572
tt0363988	Secret Window	2004	96	Drama,Mystery,Thriller	nm0462895
tt0364569	Oldeuboi	2003	120	Action,Drama,Mystery	nm0661791
tt0364725	Dodgeball: A True Underdog Story	2004	92	Comedy,Sport	nm1098493
tt0365748	Shaun of the Dead	2004	99	Comedy,Horror	nm0942367
tt0365907	A Walk Among the Tombstones	2014	114	Action,Crime,Drama	nm0291082
tt0366551	Harold & Kumar Go to White Castle	2004	88	Adventure,Comedy	nm0500444
